Algorithm,ExecuteTime,ExploredCells,TotalPath,ShortestPath,Length,MapType,Success
greedyBestFirst,0.0,15,15,14,18,LimitMap,True
AStar,0.0,15,15,14,18,LimitMap,True
depthFirst,0.004043102264404297,258,501,158,18,IdealMap,True
breadthFirst,0.0037145614624023438,350,687,19,18,IdealMap,True
bestFirst,0.005992889404296875,233,321,18,18,IdealMap,True
greedyBestFirst,0.0,10,16,19,18,IdealMap,True
AStar,0.0,10,16,19,18,IdealMap,True
depthFirst,0.011137723922729492,32,32,33,18,BaseMap,True
breadthFirst,0.0023131370544433594,147,147,17,18,BaseMap,True
bestFirst,0.003954648971557617,33,33,33,18,BaseMap,True
greedyBestFirst,0.0021550655364990234,23,23,20,18,BaseMap,True
AStar,0.0020394325256347656,23,23,20,18,BaseMap,True
depthFirst,0.005568742752075195,26,26,27,18,ParabolicMap,True
breadthFirst,0.00982356071472168,351,351,14,18,ParabolicMap,True
bestFirst,0.006284236907958984,26,26,27,18,ParabolicMap,True
greedyBestFirst,0.008987188339233398,30,30,22,18,ParabolicMap,True
AStar,0.008950948715209961,30,30,22,18,ParabolicMap,True
depthFirst,0.00096893310546875,14,31,32,18,VaryingMap,True
breadthFirst,0.0070650577545166016,298,595,28,18,VaryingMap,True
bestFirst,0.0063877105712890625,112,112,19,18,VaryingMap,True
greedyBestFirst,0.002995014190673828,25,47,37,18,VaryingMap,True
AStar,0.0027666091918945312,29,39,29,18,VaryingMap,True
depthFirst,0.0009267330169677734,122,122,17,18,LimitMap,True
breadthFirst,0.0,85,85,11,18,LimitMap,True
bestFirst,0.0010366439819335938,59,59,44,18,LimitMap,True
greedyBestFirst,0.0,13,13,12,18,LimitMap,True
AStar,0.0,13,13,12,18,LimitMap,True
depthFirst,0.0009675025939941406,54,95,74,18,IdealMap,True
breadthFirst,0.006565093994140625,548,1108,27,18,IdealMap,True
bestFirst,0.008498191833496094,353,511,41,18,IdealMap,True
greedyBestFirst,0.0010914802551269531,22,44,33,18,IdealMap,True
AStar,0.0,23,38,28,18,IdealMap,True
depthFirst,0.0010569095611572266,20,20,21,18,BaseMap,True
breadthFirst,0.0010228157043457031,97,97,11,18,BaseMap,True
bestFirst,0.0009996891021728516,20,20,21,18,BaseMap,True
greedyBestFirst,0.001001596450805664,18,18,14,18,BaseMap,True
AStar,0.002000093460083008,18,18,14,18,BaseMap,True
depthFirst,0.0067234039306640625,34,34,35,18,ParabolicMap,True
breadthFirst,0.014510869979858398,456,456,18,18,ParabolicMap,True
bestFirst,0.004899501800537109,34,34,35,18,ParabolicMap,True
greedyBestFirst,0.009603500366210938,28,28,27,18,ParabolicMap,True
AStar,0.007532596588134766,28,28,27,18,ParabolicMap,True
depthFirst,0.001177072525024414,17,35,38,18,VaryingMap,True
breadthFirst,0.006178140640258789,325,644,0,18,VaryingMap,False
bestFirst,0.009646892547607422,145,145,24,18,VaryingMap,True
greedyBestFirst,0.004072666168212891,26,48,41,18,VaryingMap,True
AStar,0.003925323486328125,30,48,41,18,VaryingMap,True
depthFirst,0.0,29,29,26,18,LimitMap,True
breadthFirst,0.0008747577667236328,144,144,18,18,LimitMap,True
bestFirst,0.0009975433349609375,92,92,24,18,LimitMap,True
greedyBestFirst,0.0,21,21,18,18,LimitMap,True
AStar,0.0010046958923339844,21,21,18,18,LimitMap,True
depthFirst,0.0,14,23,26,18,IdealMap,True
breadthFirst,0.005156993865966797,528,1042,31,18,IdealMap,True
bestFirst,0.002614736557006836,143,191,21,18,IdealMap,True
greedyBestFirst,0.0009970664978027344,14,25,23,18,IdealMap,True
AStar,0.0,22,32,21,18,IdealMap,True
depthFirst,0.008649110794067383,30,30,31,18,BaseMap,True
breadthFirst,0.0009963512420654297,147,147,17,18,BaseMap,True
bestFirst,0.015332937240600586,30,30,31,18,BaseMap,True
greedyBestFirst,0.002064943313598633,26,26,20,18,BaseMap,True
AStar,0.0012252330780029297,26,26,20,18,BaseMap,True
depthFirst,0.004083156585693359,22,22,23,18,ParabolicMap,True
breadthFirst,0.011229276657104492,282,282,12,18,ParabolicMap,True
bestFirst,0.003928184509277344,22,22,23,18,ParabolicMap,True
greedyBestFirst,0.007812738418579102,28,28,18,18,ParabolicMap,True
AStar,0.0058307647705078125,28,28,18,18,ParabolicMap,True
depthFirst,0.0009982585906982422,14,27,29,18,VaryingMap,True
breadthFirst,0.005188703536987305,274,539,27,18,VaryingMap,True
bestFirst,0.0065958499908447266,110,110,17,18,VaryingMap,True
greedyBestFirst,0.0029876232147216797,17,32,29,18,VaryingMap,True
AStar,0.0019648075103759766,19,30,25,18,VaryingMap,True
depthFirst,0.0008454322814941406,69,69,32,18,LimitMap,True
breadthFirst,0.000978708267211914,81,81,11,18,LimitMap,True
bestFirst,0.001046895980834961,75,75,29,18,LimitMap,True
greedyBestFirst,0.0,11,11,11,18,LimitMap,True
AStar,0.0,11,11,11,18,LimitMap,True
depthFirst,0.0,20,43,41,18,IdealMap,True
breadthFirst,0.007330894470214844,629,1256,34,18,IdealMap,True
bestFirst,0.016202688217163086,534,939,30,18,IdealMap,True
greedyBestFirst,0.0,22,43,33,18,IdealMap,True
AStar,0.0,16,31,33,18,IdealMap,True
depthFirst,0.0,22,22,23,18,BaseMap,True
breadthFirst,0.0010142326354980469,108,108,13,18,BaseMap,True
bestFirst,0.0010395050048828125,24,24,25,18,BaseMap,True
greedyBestFirst,0.0009748935699462891,17,17,15,18,BaseMap,True
AStar,0.0010731220245361328,17,17,15,18,BaseMap,True
depthFirst,0.005934000015258789,26,26,27,18,ParabolicMap,True
breadthFirst,0.012948036193847656,361,361,14,18,ParabolicMap,True
bestFirst,0.00429534912109375,26,26,27,18,ParabolicMap,True
greedyBestFirst,0.010034561157226562,34,34,24,18,ParabolicMap,True
AStar,0.011382102966308594,34,34,24,18,ParabolicMap,True
depthFirst,0.00099945068359375,17,33,36,18,VaryingMap,True
breadthFirst,0.005962848663330078,320,628,27,18,VaryingMap,True
bestFirst,0.009785175323486328,128,128,18,18,VaryingMap,True
greedyBestFirst,0.004710197448730469,27,48,39,18,VaryingMap,True
AStar,0.003087282180786133,27,33,28,18,VaryingMap,True
depthFirst,0.0,43,43,34,18,LimitMap,True
breadthFirst,0.0009992122650146484,90,90,12,18,LimitMap,True
bestFirst,0.0,45,45,36,18,LimitMap,True
greedyBestFirst,0.0,15,15,13,18,LimitMap,True
AStar,0.0,15,15,13,18,LimitMap,True
depthFirst,0.0049896240234375,396,786,35,18,IdealMap,True
breadthFirst,0.0040416717529296875,448,898,22,18,IdealMap,True
bestFirst,0.07872605323791504,301,427,19,18,IdealMap,True
greedyBestFirst,0.0010383129119873047,12,19,20,18,IdealMap,True
AStar,0.0,16,22,22,18,IdealMap,True
depthFirst,0.0026504993438720703,33,33,33,18,BaseMap,True
breadthFirst,0.001939535140991211,163,163,18,18,BaseMap,True
bestFirst,0.003875732421875,33,33,33,18,BaseMap,True
greedyBestFirst,0.0020051002502441406,33,33,22,18,BaseMap,True
AStar,0.0020334720611572266,33,33,22,18,BaseMap,True
depthFirst,0.0029861927032470703,24,24,25,18,ParabolicMap,True
breadthFirst,0.008823633193969727,311,311,13,18,ParabolicMap,True
bestFirst,0.0037069320678710938,24,24,25,18,ParabolicMap,True
greedyBestFirst,0.00671839714050293,37,37,21,18,ParabolicMap,True
AStar,0.008075475692749023,37,37,21,18,ParabolicMap,True
depthFirst,0.0,13,24,25,18,VaryingMap,True
breadthFirst,0.003027200698852539,224,435,18,18,VaryingMap,True
bestFirst,0.004248142242431641,96,96,13,18,VaryingMap,True
greedyBestFirst,0.0009760856628417969,18,40,32,18,VaryingMap,True
AStar,0.0016210079193115234,23,33,24,18,VaryingMap,True
depthFirst,0.001093149185180664,20,20,21,18,LimitMap,True
breadthFirst,0.0,147,147,18,18,LimitMap,True
bestFirst,0.0010135173797607422,54,54,20,18,LimitMap,True
greedyBestFirst,0.0,19,19,19,18,LimitMap,True
AStar,0.0009508132934570312,19,19,19,18,LimitMap,True
depthFirst,0.0,17,30,28,18,IdealMap,True
breadthFirst,0.004178285598754883,449,888,19,18,IdealMap,True
bestFirst,0.0026311874389648438,161,225,24,18,IdealMap,True
greedyBestFirst,0.0,12,21,22,18,IdealMap,True
AStar,0.0,12,20,23,18,IdealMap,True
depthFirst,0.0011949539184570312,28,28,27,18,BaseMap,True
breadthFirst,0.002032041549682617,121,121,14,18,BaseMap,True
bestFirst,0.0027167797088623047,27,27,27,18,BaseMap,True
greedyBestFirst,0.0030405521392822266,19,19,16,18,BaseMap,True
AStar,0.0046198368072509766,19,19,16,18,BaseMap,True
depthFirst,0.002026796340942383,24,24,25,18,ParabolicMap,True
breadthFirst,0.009809255599975586,312,312,13,18,ParabolicMap,True
bestFirst,0.0030052661895751953,24,24,25,18,ParabolicMap,True
greedyBestFirst,0.00702357292175293,29,29,19,18,ParabolicMap,True
AStar,0.009930849075317383,29,29,19,18,ParabolicMap,True
depthFirst,0.0009410381317138672,15,32,32,18,VaryingMap,True
breadthFirst,0.0038869380950927734,277,547,30,18,VaryingMap,True
bestFirst,0.005005598068237305,107,107,17,18,VaryingMap,True
greedyBestFirst,0.0025835037231445312,20,41,40,18,VaryingMap,True
AStar,0.0012035369873046875,21,30,27,18,VaryingMap,True
depthFirst,0.0,28,28,28,18,LimitMap,True
breadthFirst,0.0009660720825195312,127,127,16,18,LimitMap,True
bestFirst,0.0,34,34,34,18,LimitMap,True
greedyBestFirst,0.0,16,16,17,18,LimitMap,True
AStar,0.0010094642639160156,16,16,17,18,LimitMap,True
depthFirst,0.0010318756103515625,123,254,47,18,IdealMap,True
breadthFirst,0.004601716995239258,457,906,28,18,IdealMap,True
bestFirst,0.022093772888183594,566,1051,33,18,IdealMap,True
greedyBestFirst,0.0011477470397949219,22,39,30,18,IdealMap,True
AStar,0.0,25,37,28,18,IdealMap,True
depthFirst,0.0010175704956054688,20,20,20,18,BaseMap,True
breadthFirst,0.002619028091430664,92,92,11,18,BaseMap,True
bestFirst,0.014763116836547852,20,20,20,18,BaseMap,True
greedyBestFirst,0.006041288375854492,17,17,13,18,BaseMap,True
AStar,0.00518488883972168,17,17,13,18,BaseMap,True
depthFirst,0.0077893733978271484,31,31,32,18,ParabolicMap,True
breadthFirst,0.01701498031616211,440,440,17,18,ParabolicMap,True
bestFirst,0.004027128219604492,31,31,32,18,ParabolicMap,True
greedyBestFirst,0.02819991111755371,51,51,28,18,ParabolicMap,True
AStar,0.020374536514282227,51,51,28,18,ParabolicMap,True
depthFirst,0.0016427040100097656,16,29,31,18,VaryingMap,True
breadthFirst,0.008079767227172852,325,634,0,18,VaryingMap,False
bestFirst,0.00640106201171875,130,130,20,18,VaryingMap,True
greedyBestFirst,0.0010347366333007812,22,39,29,18,VaryingMap,True
AStar,0.0035474300384521484,33,43,34,18,VaryingMap,True
depthFirst,0.0010988712310791016,18,18,17,18,LimitMap,True
breadthFirst,0.0,75,75,10,18,LimitMap,True
bestFirst,0.0,17,17,17,18,LimitMap,True
greedyBestFirst,0.001049041748046875,12,12,11,18,LimitMap,True
AStar,0.0,12,12,11,18,LimitMap,True
depthFirst,0.0,20,41,38,18,IdealMap,True
breadthFirst,0.008652448654174805,591,1201,31,18,IdealMap,True
bestFirst,0.012176752090454102,325,478,28,18,IdealMap,True
greedyBestFirst,0.0,19,32,27,18,IdealMap,True
AStar,0.001046895980834961,19,31,27,18,IdealMap,True
depthFirst,0.0010123252868652344,23,23,23,18,BaseMap,True
breadthFirst,0.003185749053955078,106,106,12,18,BaseMap,True
bestFirst,0.0010645389556884766,23,23,23,18,BaseMap,True
greedyBestFirst,0.0009725093841552734,16,16,15,18,BaseMap,True
AStar,0.0009646415710449219,16,16,15,18,BaseMap,True
depthFirst,0.0016069412231445312,16,16,17,18,ParabolicMap,True
breadthFirst,0.00954294204711914,206,206,10,18,ParabolicMap,True
bestFirst,0.004605293273925781,16,16,17,18,ParabolicMap,True
greedyBestFirst,0.0033714771270751953,18,18,16,18,ParabolicMap,True
AStar,0.002367258071899414,18,18,16,18,ParabolicMap,True
depthFirst,0.0011858940124511719,10,20,21,18,VaryingMap,True
breadthFirst,0.00410151481628418,177,343,17,18,VaryingMap,True
bestFirst,0.008082866668701172,73,73,12,18,VaryingMap,True
greedyBestFirst,0.002148151397705078,13,27,20,18,VaryingMap,True
AStar,0.0010771751403808594,12,18,17,18,VaryingMap,True
depthFirst,0.0,45,45,41,18,LimitMap,True
breadthFirst,0.0009682178497314453,106,106,14,18,LimitMap,True
bestFirst,0.0,36,36,35,18,LimitMap,True
greedyBestFirst,0.0010247230529785156,20,20,16,18,LimitMap,True
AStar,0.0,20,20,16,18,LimitMap,True
depthFirst,0.003004312515258789,249,501,120,18,IdealMap,True
breadthFirst,0.0020513534545898438,294,561,19,18,IdealMap,True
bestFirst,0.009938478469848633,272,414,18,18,IdealMap,True
greedyBestFirst,0.0,10,18,19,18,IdealMap,True
AStar,0.001567840576171875,14,23,19,18,IdealMap,True
depthFirst,0.0009601116180419922,18,18,19,18,BaseMap,True
breadthFirst,0.0010335445404052734,89,89,11,18,BaseMap,True
bestFirst,0.0,18,18,19,18,BaseMap,True
greedyBestFirst,0.0,19,19,14,18,BaseMap,True
AStar,0.0016412734985351562,19,19,14,18,BaseMap,True
depthFirst,0.003882884979248047,30,30,31,18,ParabolicMap,True
breadthFirst,0.018230915069580078,440,440,17,18,ParabolicMap,True
bestFirst,0.009232521057128906,30,30,31,18,ParabolicMap,True
greedyBestFirst,0.013915777206420898,32,32,26,18,ParabolicMap,True
AStar,0.007329225540161133,32,32,26,18,ParabolicMap,True
depthFirst,0.001013040542602539,16,29,31,18,VaryingMap,True
breadthFirst,0.0047397613525390625,325,649,0,18,VaryingMap,False
bestFirst,0.005069255828857422,126,126,17,18,VaryingMap,True
greedyBestFirst,0.0031888484954833984,26,60,45,18,VaryingMap,True
AStar,0.0030603408813476562,32,42,32,18,VaryingMap,True
depthFirst,0.0,24,24,22,18,LimitMap,True
breadthFirst,0.0010733604431152344,137,137,17,18,LimitMap,True
bestFirst,0.0,30,30,30,18,LimitMap,True
greedyBestFirst,0.0,22,22,19,18,LimitMap,True
AStar,0.0010499954223632812,22,22,19,18,LimitMap,True
depthFirst,0.00013589859008789062,60,116,28,18,IdealMap,True
breadthFirst,0.0027244091033935547,408,826,27,18,IdealMap,True
bestFirst,0.012788534164428711,512,852,30,18,IdealMap,True
greedyBestFirst,0.0,17,33,24,18,IdealMap,True
AStar,0.0,15,29,24,18,IdealMap,True
depthFirst,0.0010237693786621094,30,30,29,18,BaseMap,True
breadthFirst,0.0026047229766845703,139,139,15,18,BaseMap,True
bestFirst,0.00200653076171875,28,28,29,18,BaseMap,True
greedyBestFirst,0.0010259151458740234,20,20,19,18,BaseMap,True
AStar,0.0019283294677734375,20,20,19,18,BaseMap,True
depthFirst,0.009735822677612305,32,32,33,18,ParabolicMap,True
breadthFirst,0.014597654342651367,435,435,17,18,ParabolicMap,True
bestFirst,0.00996255874633789,32,32,33,18,ParabolicMap,True
greedyBestFirst,0.0077593326568603516,31,31,27,18,ParabolicMap,True
AStar,0.00795292854309082,31,31,27,18,ParabolicMap,True
depthFirst,0.0010459423065185547,15,28,31,18,VaryingMap,True
breadthFirst,0.004523754119873047,325,635,0,18,VaryingMap,False
bestFirst,0.006364107131958008,124,124,18,18,VaryingMap,True
greedyBestFirst,0.001961946487426758,27,50,39,18,VaryingMap,True
AStar,0.0037004947662353516,34,43,28,18,VaryingMap,True
depthFirst,0.0,25,25,24,18,LimitMap,True
breadthFirst,0.0010228157043457031,131,131,16,18,LimitMap,True
bestFirst,0.0,24,24,22,18,LimitMap,True
greedyBestFirst,0.0,16,16,16,18,LimitMap,True
AStar,0.0,16,16,16,18,LimitMap,True
depthFirst,0.0,20,39,40,18,IdealMap,True
breadthFirst,0.005036354064941406,631,1257,36,18,IdealMap,True
bestFirst,0.004639625549316406,247,350,34,18,IdealMap,True
greedyBestFirst,0.0,17,33,34,18,IdealMap,True
AStar,0.0009572505950927734,19,34,32,18,IdealMap,True
depthFirst,0.008338212966918945,32,32,33,18,BaseMap,True
breadthFirst,0.005231618881225586,165,165,18,18,BaseMap,True
bestFirst,0.006590366363525391,32,32,33,18,BaseMap,True
greedyBestFirst,0.001943349838256836,27,27,22,18,BaseMap,True
AStar,0.002599954605102539,27,27,22,18,BaseMap,True
depthFirst,0.0052793025970458984,24,24,25,18,ParabolicMap,True
breadthFirst,0.006886482238769531,331,331,13,18,ParabolicMap,True
bestFirst,0.0029947757720947266,24,24,25,18,ParabolicMap,True
greedyBestFirst,0.0061435699462890625,28,28,20,18,ParabolicMap,True
AStar,0.005601167678833008,28,28,20,18,ParabolicMap,True
depthFirst,0.0010390281677246094,13,23,24,18,VaryingMap,True
breadthFirst,0.006984233856201172,257,502,24,18,VaryingMap,True
bestFirst,0.004920244216918945,105,105,16,18,VaryingMap,True
greedyBestFirst,0.0020322799682617188,22,49,32,18,VaryingMap,True
AStar,0.0011038780212402344,26,35,24,18,VaryingMap,True
depthFirst,0.0016961097717285156,54,54,44,18,LimitMap,True
breadthFirst,0.0,100,100,13,18,LimitMap,True
bestFirst,0.0009691715240478516,60,60,48,18,LimitMap,True
greedyBestFirst,0.0,17,17,15,18,LimitMap,True
AStar,0.0009136199951171875,17,17,15,18,LimitMap,True
depthFirst,0.003042459487915039,386,747,31,18,IdealMap,True
breadthFirst,0.004114866256713867,420,827,24,18,IdealMap,True
bestFirst,0.004600048065185547,239,328,21,18,IdealMap,True
greedyBestFirst,0.0,14,24,22,18,IdealMap,True
AStar,0.0009832382202148438,17,25,23,18,IdealMap,True
depthFirst,0.002568960189819336,20,20,20,18,BaseMap,True
breadthFirst,0.0010271072387695312,92,92,11,18,BaseMap,True
bestFirst,0.0,19,19,19,18,BaseMap,True
greedyBestFirst,0.0,13,13,11,18,BaseMap,True
AStar,0.001041412353515625,13,13,11,18,BaseMap,True
depthFirst,0.0010707378387451172,18,18,19,18,ParabolicMap,True
breadthFirst,0.008641719818115234,217,217,10,18,ParabolicMap,True
bestFirst,0.0030622482299804688,18,18,19,18,ParabolicMap,True
greedyBestFirst,0.003034353256225586,18,18,16,18,ParabolicMap,True
AStar,0.0045511722564697266,18,18,16,18,ParabolicMap,True
depthFirst,0.0002071857452392578,16,30,33,18,VaryingMap,True
breadthFirst,0.007498025894165039,293,577,36,18,VaryingMap,True
bestFirst,0.005693674087524414,121,121,18,18,VaryingMap,True
greedyBestFirst,0.0030112266540527344,22,38,33,18,VaryingMap,True
AStar,0.005659341812133789,31,44,27,18,VaryingMap,True
depthFirst,0.0,13,13,14,18,LimitMap,True
breadthFirst,0.0005955696105957031,105,105,13,18,LimitMap,True
bestFirst,0.0,28,28,27,18,LimitMap,True
greedyBestFirst,0.0,13,13,13,18,LimitMap,True
AStar,0.0,13,13,13,18,LimitMap,True
depthFirst,0.0010838508605957031,55,113,63,18,IdealMap,True
breadthFirst,0.00852656364440918,656,1323,34,18,IdealMap,True
bestFirst,0.016771316528320312,469,817,28,18,IdealMap,True
greedyBestFirst,0.0,18,35,36,18,IdealMap,True
AStar,0.0017199516296386719,20,31,33,18,IdealMap,True
depthFirst,0.0,22,22,23,18,BaseMap,True
breadthFirst,0.0009617805480957031,99,99,12,18,BaseMap,True
bestFirst,0.0010042190551757812,22,22,23,18,BaseMap,True
greedyBestFirst,0.0019860267639160156,15,15,14,18,BaseMap,True
AStar,0.0014979839324951172,15,15,14,18,BaseMap,True
depthFirst,0.006150245666503906,32,32,33,18,ParabolicMap,True
breadthFirst,0.014270305633544922,430,430,17,18,ParabolicMap,True
bestFirst,0.005252838134765625,32,32,33,18,ParabolicMap,True
greedyBestFirst,0.010123252868652344,34,34,24,18,ParabolicMap,True
AStar,0.011382102966308594,34,34,24,18,ParabolicMap,True
depthFirst,0.0010542869567871094,12,24,26,18,VaryingMap,True
breadthFirst,0.003007173538208008,232,449,21,18,VaryingMap,True
bestFirst,0.004159212112426758,93,93,13,18,VaryingMap,True
greedyBestFirst,0.0036339759826660156,26,54,32,18,VaryingMap,True
AStar,0.0039920806884765625,27,35,27,18,VaryingMap,True
depthFirst,0.0009582042694091797,24,24,20,18,LimitMap,True
breadthFirst,0.0010151863098144531,139,139,17,18,LimitMap,True
bestFirst,0.0,28,28,28,18,LimitMap,True
greedyBestFirst,0.001714944839477539,20,20,19,18,LimitMap,True
AStar,0.0,20,20,19,18,LimitMap,True
depthFirst,0.0009191036224365234,97,186,60,18,IdealMap,True
breadthFirst,0.0062444210052490234,625,1267,32,18,IdealMap,True
bestFirst,0.008733272552490234,305,450,35,18,IdealMap,True
greedyBestFirst,0.0010051727294921875,36,74,40,18,IdealMap,True
AStar,0.0,44,75,36,18,IdealMap,True
depthFirst,0.001012563705444336,22,22,23,18,BaseMap,True
breadthFirst,0.0010457038879394531,101,101,12,18,BaseMap,True
bestFirst,0.0009579658508300781,21,21,22,18,BaseMap,True
greedyBestFirst,0.0006008148193359375,13,13,12,18,BaseMap,True
AStar,0.0011403560638427734,13,13,12,18,BaseMap,True
depthFirst,0.004028797149658203,24,24,25,18,ParabolicMap,True
breadthFirst,0.00681304931640625,314,314,13,18,ParabolicMap,True
bestFirst,0.0041086673736572266,24,24,25,18,ParabolicMap,True
greedyBestFirst,0.0078029632568359375,33,33,21,18,ParabolicMap,True
AStar,0.006517887115478516,33,33,21,18,ParabolicMap,True
depthFirst,0.0,16,38,38,18,VaryingMap,True
breadthFirst,0.0051310062408447266,269,532,28,18,VaryingMap,True
bestFirst,0.004615068435668945,110,110,16,18,VaryingMap,True
greedyBestFirst,0.0020341873168945312,20,36,29,18,VaryingMap,True
AStar,0.0020515918731689453,32,47,26,18,VaryingMap,True
depthFirst,0.0010187625885009766,59,59,41,18,LimitMap,True
breadthFirst,0.0,95,95,12,18,LimitMap,True
bestFirst,0.0015633106231689453,57,57,38,18,LimitMap,True
greedyBestFirst,0.0,12,12,13,18,LimitMap,True
AStar,0.0,12,12,13,18,LimitMap,True
depthFirst,0.0011184215545654297,43,84,52,18,IdealMap,True
breadthFirst,0.004779338836669922,645,1247,36,18,IdealMap,True
bestFirst,0.006661176681518555,269,377,26,18,IdealMap,True
greedyBestFirst,0.0,17,35,37,18,IdealMap,True
AStar,0.0,19,34,32,18,IdealMap,True
depthFirst,0.0075893402099609375,30,30,31,18,BaseMap,True
breadthFirst,0.002620697021484375,149,149,17,18,BaseMap,True
bestFirst,0.009763479232788086,30,30,31,18,BaseMap,True
greedyBestFirst,0.0012392997741699219,20,20,21,18,BaseMap,True
AStar,0.0030291080474853516,20,20,21,18,BaseMap,True
depthFirst,0.0031011104583740234,20,20,21,18,ParabolicMap,True
breadthFirst,0.0055904388427734375,242,242,11,18,ParabolicMap,True
bestFirst,0.002595663070678711,20,20,21,18,ParabolicMap,True
greedyBestFirst,0.0029439926147460938,23,23,16,18,ParabolicMap,True
AStar,0.0028772354125976562,23,23,16,18,ParabolicMap,True
depthFirst,0.0,17,32,33,18,VaryingMap,True
breadthFirst,0.004981040954589844,301,598,34,18,VaryingMap,True
bestFirst,0.0057561397552490234,117,117,18,18,VaryingMap,True
greedyBestFirst,0.003021717071533203,28,54,33,18,VaryingMap,True
AStar,0.003917217254638672,33,49,37,18,VaryingMap,True
depthFirst,0.0,14,14,14,18,LimitMap,True
breadthFirst,0.0,116,116,14,18,LimitMap,True
bestFirst,0.0010144710540771484,20,20,20,18,LimitMap,True
greedyBestFirst,0.0,14,14,15,18,LimitMap,True
AStar,0.0,14,14,15,18,LimitMap,True
depthFirst,0.0009801387786865234,41,84,58,18,IdealMap,True
breadthFirst,0.00601959228515625,599,1194,32,18,IdealMap,True
bestFirst,0.005326747894287109,207,296,26,18,IdealMap,True
greedyBestFirst,0.0,17,32,29,18,IdealMap,True
AStar,0.0010037422180175781,18,27,27,18,IdealMap,True
depthFirst,0.0019965171813964844,28,28,29,18,BaseMap,True
breadthFirst,0.0030629634857177734,141,141,16,18,BaseMap,True
bestFirst,0.0014996528625488281,28,28,29,18,BaseMap,True
greedyBestFirst,0.0020742416381835938,24,24,20,18,BaseMap,True
AStar,0.0022051334381103516,24,24,20,18,BaseMap,True
depthFirst,0.0030007362365722656,20,20,21,18,ParabolicMap,True
breadthFirst,0.006855964660644531,234,234,11,18,ParabolicMap,True
bestFirst,0.0030374526977539062,20,20,21,18,ParabolicMap,True
greedyBestFirst,0.0028672218322753906,21,21,14,18,ParabolicMap,True
AStar,0.004222869873046875,21,21,14,18,ParabolicMap,True
depthFirst,0.0,13,25,26,18,VaryingMap,True
breadthFirst,0.004679441452026367,245,479,25,18,VaryingMap,True
bestFirst,0.0040929317474365234,98,98,14,18,VaryingMap,True
greedyBestFirst,0.002025604248046875,19,32,26,18,VaryingMap,True
AStar,0.002533435821533203,24,29,24,18,VaryingMap,True
depthFirst,0.001039743423461914,72,72,36,18,LimitMap,True
breadthFirst,0.0,90,90,12,18,LimitMap,True
bestFirst,0.0009634494781494141,68,68,32,18,LimitMap,True
greedyBestFirst,0.0,15,15,14,18,LimitMap,True
AStar,0.0,15,15,14,18,LimitMap,True
depthFirst,0.0030362606048583984,198,381,140,18,IdealMap,True
breadthFirst,0.008788585662841797,664,1286,30,18,IdealMap,True
bestFirst,0.009966135025024414,239,331,27,18,IdealMap,True
greedyBestFirst,0.0,21,39,36,18,IdealMap,True
AStar,0.0010097026824951172,25,39,34,18,IdealMap,True
depthFirst,0.0009465217590332031,30,30,31,18,BaseMap,True
breadthFirst,0.0020303726196289062,145,145,16,18,BaseMap,True
bestFirst,0.0010292530059814453,30,30,31,18,BaseMap,True
greedyBestFirst,0.0012264251708984375,24,24,20,18,BaseMap,True
AStar,0.0010645389556884766,24,24,20,18,BaseMap,True
depthFirst,0.003963947296142578,26,26,27,18,ParabolicMap,True
breadthFirst,0.007849454879760742,351,351,14,18,ParabolicMap,True
bestFirst,0.002935647964477539,26,26,27,18,ParabolicMap,True
greedyBestFirst,0.006753206253051758,30,30,23,18,ParabolicMap,True
AStar,0.0056002140045166016,30,30,23,18,ParabolicMap,True
depthFirst,0.0010745525360107422,12,26,28,18,VaryingMap,True
breadthFirst,0.0020439624786376953,204,396,22,18,VaryingMap,True
bestFirst,0.007651090621948242,80,80,12,18,VaryingMap,True
greedyBestFirst,0.0014803409576416016,19,35,28,18,VaryingMap,True
AStar,0.0010747909545898438,22,31,27,18,VaryingMap,True
depthFirst,0.001280069351196289,113,113,26,18,LimitMap,True
breadthFirst,0.0010535717010498047,98,98,12,18,LimitMap,True
bestFirst,0.0,14,14,13,18,LimitMap,True
greedyBestFirst,0.0,13,13,12,18,LimitMap,True
AStar,0.0011069774627685547,13,13,12,18,LimitMap,True
depthFirst,0.005371570587158203,567,1080,0,18,IdealMap,False
breadthFirst,0.0077021121978759766,711,1402,0,18,IdealMap,False
bestFirst,0.017292499542236328,668,1252,0,18,IdealMap,False
greedyBestFirst,0.015894174575805664,606,1207,0,18,IdealMap,False
AStar,0.017986774444580078,620,1202,0,18,IdealMap,False
depthFirst,0.0017578601837158203,22,22,23,18,BaseMap,True
breadthFirst,0.0012481212615966797,110,110,13,18,BaseMap,True
bestFirst,0.0009763240814208984,22,22,23,18,BaseMap,True
greedyBestFirst,0.002038717269897461,18,18,14,18,BaseMap,True
AStar,0.0020105838775634766,18,18,14,18,BaseMap,True
depthFirst,0.006918907165527344,28,28,29,18,ParabolicMap,True
breadthFirst,0.013512849807739258,408,408,16,18,ParabolicMap,True
bestFirst,0.005300283432006836,28,28,29,18,ParabolicMap,True
greedyBestFirst,0.008977651596069336,39,39,25,18,ParabolicMap,True
AStar,0.008793115615844727,39,39,25,18,ParabolicMap,True
depthFirst,0.0,12,25,27,18,VaryingMap,True
breadthFirst,0.0046312808990478516,225,446,23,18,VaryingMap,True
